Series Name,Series Code,Country Name,Country Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Senegal,SEN,0.001400443,0.015793657,0.075752533,0.292795434,0.9136395,2.537610482,2.982582079,5.326721238,7.330495473,10.22390743,15.35030352,25.75017105,30.49821024,44.03321374,54.83107061,64.42744115,70.16017194,83.56861759,92.92798275,98.84217748,99.94675778,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Seychelles,SYC,0.066283987,1.365344085,2.911640081,6.663157489,20.72662602,32.5431845,45.23571702,54.14654223,58.45424969,63.40334224,67.52015064,79.7415259,86.69867839,103.9754399,122.1811277,128.9218051,137.903463,147.8032034,147.342683,162.1932137,158.1201869,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Sierra Leone,SLE,0,0,0,0,0,0.288422726,0.626096017,1.491192948,2.402285029,..,..,..,14.3278776,18.23526126,20.56306639,34.77065968,36.43343754,36.96439058,65.65907347,76.65603826,89.52968035,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Somalia,SOM,0,0,0,0,0,1.083215895,1.117059269,1.277804385,2.488272151,6.060631772,5.905322562,6.33081064,6.733363626,6.859761851,6.833066584,6.726736849,18.16731553,22.55978195,49.38267841,50.89929334,52.46922266,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,South Africa,ZAF,1.291434219,2.258077502,4.279063857,7.660999509,11.7386481,18.59462788,23.70080761,29.66584635,35.972583,43.82265902,70.40479553,81.0762872,85.27748184,89.52108369,91.24860878,97.90028646,123.1976544,130.557982,145.6440213,149.1935175,159.2728377,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.44932189,17.33918627,21.22255382,25.25835962,24.50094636,23.85552521,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Sudan,SDN,0,0.007113041,0.011974633,0.026421438,0.038958687,0.067275601,0.29668392,0.532659744,1.438819883,2.795882758,4.75898144,11.89555131,20.3550956,28.95430467,36.11230146,41.544029,68.77724454,74.36035887,72.85231291,72.19898961,70.52824566,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Swaziland,SWZ,0,0,0,0.456889998,1.335685412,3.102334742,5.117416802,6.283595288,7.813009856,13.24493632,18.10541334,22.35630041,33.48085468,46.07241867,56.61109776,60.83084412,63.23757857,65.39478548,71.46778668,72.31972132,73.20000716,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tanzania,TZA,0.011688367,0.029362791,0.063952305,0.117177126,0.153542046,0.324856957,0.789674329,1.694829293,3.530932149,5.142308625,7.634377406,14.04274015,20.06824321,30.709868,40.03113033,46.65843734,55.36980391,56.96423843,55.71793149,62.77433234,75.85579688,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Togo,TGO,0,0,0.066492152,0.162312718,0.358576107,1.027801412,1.902959101,3.22303878,4.632345279,6.161062986,7.827044226,12.45197504,20.40031837,25.87965477,35.59849145,41.26668606,41.64413476,49.86113051,62.53490181,64.57824151,64.94844297,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Uganda,UGA,0.008423042,0.018684872,0.022640286,0.131691862,0.239741703,0.522799789,1.130100554,1.516028656,2.892006194,4.195756068,4.578959089,6.761102482,13.65261655,26.92003559,28.55294653,37.74438345,47.50472743,45.00206351,48.08192773,52.42923963,50.37278848,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Zambia,ZMB,0.017497352,0.029989053,0.048819276,0.086243954,0.286507645,0.978647519,1.169642903,1.309049061,2.212121526,4.155423212,8.278615333,14.11800015,21.79280605,28.41083233,34.36001051,41.21205404,59.88466455,74.77514723,71.50463179,67.33816426,74.47177776,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Zimbabwe,ZWE,0,0,0.047601602,0.155362034,1.404956282,2.130905435,2.494700186,2.680018119,2.869470879,3.354159171,5.091109468,6.673415953,9.620397232,12.94364591,30.96458524,58.88210564,68.86878087,91.90938245,96.3498668,80.81642131,84.78880444,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Algeria,DZA,0.016001794,0.039202273,0.057339703,0.05840281,0.230206295,0.27112703,0.311040075,1.382262358,4.384169991,14.59120666,40.22671305,60.85091077,78.53288666,75.6646235,89.95836607,88.44487548,94.31443964,97.52089467,100.7877205,108.4380562,113.0310943,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Djibouti,DJI,0,0.016274814,0.029510232,0.031432074,0.039345073,0.031816868,0.408868633,2.014953643,3.046014687,4.50288335,5.672656567,5.690729661,8.70663211,13.93013208,15.66875338,19.85681673,22.80161957,24.71558258,27.96586676,32.38686559,34.67984501,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Egypt, Arab Rep.",EGY,0.012045436,0.011861838,0.103619882,0.141666208,0.738848579,2.056199148,4.157181333,6.580539155,8.349882145,10.82720009,18.98863599,24.66217297,40.54135052,54.69017202,72.09666743,90.50319174,105.0794228,119.9164442,121.507893,114.3059858,110.9915544,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Libya,LBY,0,0,0.20307261,0.399262164,0.589050841,0.772769907,0.950809491,1.310765939,2.342044756,9.07935355,35.74971624,69.06848267,77.82628758,125.5633801,159.8519698,180.4452926,163.847587,155.7690861,165.0449946,161.1206099,157.0029191,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Tunisia,TUN,0.035457247,0.071298377,0.082881819,0.417204648,0.584649115,1.247438441,4.032357658,5.890825052,19.47260184,37.55460363,56.51703373,72.23298695,76.33512661,82.7810914,93.20555476,104.5370929,115.2010779,118.1056496,115.6035799,128.4857675,129.9314977,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Morocco,MAR,0.109979867,0.157659667,0.269510477,0.416387264,1.30109029,8.157401485,16.44227749,21.14761119,24.87540363,31.27322579,41.13733424,52.6556339,65.31204171,73.70564595,80.92564452,101.074253,114.019338,119.9722162,128.5252097,131.713056,126.8723216,..
Fixed broadband subscriptions,IT.NET.BBND,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,221153,..,671085,800281,951245,1347759,1654306,2101866,3073785,3639139,5180761,..
Fixed broadband subscriptions,IT.NET.BBND,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,7458,11700,15942,20000,20000,23101,35458,75360,91379,153921,..
Fixed broadband subscriptions,IT.NET.BBND,Benin,BEN,..,..,..,..,..,..,..,21,21,81,196,1498,710,8424,19061,27034,37535,41761,42477,45419,73263,..
Fixed broadband subscriptions,IT.NET.BBND,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,1600,1800,3540,8900,10000,11978,19125,22236,21590,33290,36845,..
Fixed broadband subscriptions,IT.NET.BBND,Burkina Faso,BFA,..,..,..,..,..,..,..,50,145,154,384,1715,6732,10266,11947,13705,14063,14328,12962,5381,7210,..
Fixed broadband subscriptions,IT.NET.BBND,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,160,160,352,497,702,1534,1700,3639,..
Fixed broadband subscriptions,IT.NET.BBND,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,283,937,1814,3833,7380,10972,16071,21332,19853,21212,17340,15188,..
Fixed broadband subscriptions,IT.NET.BBND,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,202,421,640,860,900,5954,10713,13846,16900,16248,16000,..
Fixed broadband subscriptions,IT.NET.BBND,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,810,605,..,..,..,..
Fixed broadband subscriptions,IT.NET.BBND,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,297,331,15799,19454,14689,10131,11337,..
Fixed broadband subscriptions,IT.NET.BBND,Comoros,COM,..,..,..,..,..,..,..,..,..,1,4,..,82,110,66,329,400,1233,1300,1583,2000,..
Fixed broadband subscriptions,IT.NET.BBND,"Congo, Dem. Rep.",ZAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,450,500,1000,..
Fixed broadband subscriptions,IT.NET.BBND,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125,250,1311,1392,438,500,..,..
Fixed broadband subscriptions,IT.NET.BBND,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,413,826,1239,10000,10000,10000,10000,..,..,46167,56281,126857,109707,..
Fixed broadband subscriptions,IT.NET.BBND,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,180,180,180,180,180,1186,1346,1480,3518,3881,3799,..
Fixed broadband subscriptions,IT.NET.BBND,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,44,70,118,141,185,146,200,..,..
Fixed broadband subscriptions,IT.NET.BBND,Ethiopia,ETH,..,..,..,..,..,..,..,..,57,35,61,261,1036,1496,3498,4107,6353,8535,238067,471285,650590,..
Fixed broadband subscriptions,IT.NET.BBND,Gabon,GAB,..,..,..,..,..,..,..,..,170,650,1530,1763,1983,2200,3697,4082,4500,5000,8900,10800,11082,..
Fixed broadband subscriptions,IT.NET.BBND,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,36,71,..,269,300,300,350,437,500,438,2743,3486,..
Fixed broadband subscriptions,IT.NET.BBND,Ghana,GHA,..,..,..,..,..,..,..,..,..,900,1904,12749,16197,22980,28401,52085,65149,68132,68795,70170,75092,..
Fixed broadband subscriptions,IT.NET.BBND,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,500,600,700,800,900,1000,..
Fixed broadband subscriptions,IT.NET.BBND,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,800,1000,1203,1452,1395,1051,..
Fixed broadband subscriptions,IT.NET.BBND,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,5399,17723,17737,3282,18200,6866,54144,54348,74144,101813,131117,..
Fixed broadband subscriptions,IT.NET.BBND,Lesotho,LSO,..,..,..,..,..,..,..,..,..,22,45,..,110,140,400,400,1339,1636,2275,1502,2215,..
Fixed broadband subscriptions,IT.NET.BBND,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,110,150,186,63,524,5080,6000,7000,..
Fixed broadband subscriptions,IT.NET.BBND,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,1361,2354,3488,4576,5391,6852,31077,37988,24835,16000,..
Fixed broadband subscriptions,IT.NET.BBND,Malawi,MWI,..,..,..,..,..,..,..,..,69,138,404,..,934,986,1034,1085,1730,1238,8777,8561,558,..
Fixed broadband subscriptions,IT.NET.BBND,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,3085,3200,5272,8244,8019,8482,4320,2909,2990,3499,..
Fixed broadband subscriptions,IT.NET.BBND,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,164,973,4000,5876,6775,5809,6120,6697,7532,8000,9638,..
Fixed broadband subscriptions,IT.NET.BBND,Mauritius,MUS,..,..,..,..,..,..,..,285,1184,2564,5398,27895,35132,52511,72875,93922,118235,140800,162400,182000,197300,..
Fixed broadband subscriptions,IT.NET.BBND,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,5743,10191,12502,14633,21204,20484,17983,20087,20670,..
Fixed broadband subscriptions,IT.NET.BBND,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,134,198,256,320,477,9435,17610,24053,35740,41212,41212,..
Fixed broadband subscriptions,IT.NET.BBND,Niger,NER,..,..,..,..,..,..,..,..,..,77,212,347,482,617,1000,1500,2114,3669,6400,9200,11000,..
Fixed broadband subscriptions,IT.NET.BBND,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,500,..,53594,67776,81958,99108,..,14279,15045,15740,14492,..
Fixed broadband subscriptions,IT.NET.BBND,Rwanda,RWA,..,..,..,..,..,..,..,..,..,1148,1180,1704,2543,1120,2214,3942,8645,5498,2781,2917,21125,..
Fixed broadband subscriptions,IT.NET.BBND,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,125,308,344,443,585,737,778,978,1100,1000,..
Fixed broadband subscriptions,IT.NET.BBND,Senegal,SEN,..,..,..,..,..,..,..,1200,2383,7665,18028,28926,38132,47358,58720,78647,92713,95561,106733,103362,100611,..
Fixed broadband subscriptions,IT.NET.BBND,Seychelles,SYC,..,..,..,..,..,..,..,..,..,349,948,2475,3493,3417,4554,6793,9412,10577,12411,11827,13420,..
Fixed broadband subscriptions,IT.NET.BBND,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions,IT.NET.BBND,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40000,60000,70000,82000,..
Fixed broadband subscriptions,IT.NET.BBND,South Africa,ZAF,..,..,..,..,..,..,..,2669,20313,60000,165290,335112,378000,426000,481000,743000,907000,1107200,1615210,1706313,2809043,..
Fixed broadband subscriptions,IT.NET.BBND,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,4,17,100,100,150,..
Fixed broadband subscriptions,IT.NET.BBND,Sudan,SDN,..,..,..,..,..,..,..,..,..,793,1269,2065,42500,44625,..,13500,17430,24789,25707,20661,27683,..
Fixed broadband subscriptions,IT.NET.BBND,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,772,1504,3658,8024,3429,4200,5100,6000,..
Fixed broadband subscriptions,IT.NET.BBND,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,2589,2998,3394,6422,6947,7554,28268,41325,56425,84600,106000,..
Fixed broadband subscriptions,IT.NET.BBND,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,1201,1911,4166,27225,34039,41493,6915,12610,66072,..
Fixed broadband subscriptions,IT.NET.BBND,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,850,1210,1860,4798,6000,14000,35514,38400,100900,113400,130200,..
Fixed broadband subscriptions,IT.NET.BBND,Zambia,ZMB,..,..,..,..,..,21,31,48,91,250,250,2339,4000,5703,10702,10267,16415,14999,13927,21273,22559,..
Fixed broadband subscriptions,IT.NET.BBND,Zimbabwe,ZWE,..,..,..,..,..,..,771,2847,6386,8967,10185,10200,15210,18000,47130,33000,34000,71905,103916,152234,163987,..
Fixed broadband subscriptions,IT.NET.BBND,Algeria,DZA,..,..,..,..,..,..,..,..,18000,36000,135000,170000,287039,485000,818000,900000,980752,1154748,1280000,1599692,2262005,..
Fixed broadband subscriptions,IT.NET.BBND,Djibouti,DJI,..,..,..,..,..,4,5,6,..,..,42,152,1092,2451,5285,8058,11302,14907,17705,20102,21000,..
Fixed broadband subscriptions,IT.NET.BBND,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,50937,54850,79217,140999,258526,477432,769744,1077489,1451628,1845249,2288773,2676263,3067878,3826410,..
Fixed broadband subscriptions,IT.NET.BBND,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,46242,63000,72800,70000,67300,64700,62800,61000,..
Fixed broadband subscriptions,IT.NET.BBND,Tunisia,TUN,..,..,..,..,..,..,..,26,259,2839,17573,43845,95916,227328,372887,482204,559358,527308,519984,498730,487923,..
Fixed broadband subscriptions,IT.NET.BBND,Morocco,MAR,..,..,..,..,..,..,..,2000,2712,64660,249138,391857,477360,493228,479503,504499,595207,689541,843940,993451,1147533,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,0.038797619,..,0.099036051,0.112032258,0.134684224,0.161436502,0.264613645,0.250046038,0.331973088,0.382953549,0.537297894,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,0.043556955,0.066053838,0.087046064,0.105671104,0.102306374,0.114471948,0.170303102,0.350974947,0.412783677,0.674502625,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Benin,BEN,..,..,..,..,..,..,..,0.000283219,0.000273948,0.001022366,0.002395396,0.017741099,0.0081539,0.093878579,0.206270399,0.284275229,0.383801501,0.415503315,0.411460328,0.42850094,0.673383807,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,0.085296713,0.094939513,0.184838347,0.460253015,0.51236989,0.608223766,0.962651149,1.109630672,1.068206916,1.632993833,1.791749539,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Burkina Faso,BFA,..,..,..,..,..,..,..,0.000406623,0.001145422,0.001181502,0.00286099,0.012407525,0.047291637,0.070028976,0.079145585,0.088190151,0.087919505,0.087046642,0.076540438,0.030890465,0.040246447,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,0.001855227,0.001792378,0.003812514,0.005209446,0.007127215,0.015094663,0.016217116,0.033655121,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,0.05975797,0.195758496,0.376395402,0.792412029,1.522745233,2.258942505,3.295932535,4.348535132,4.015566312,4.251779425,3.442955939,2.987911039,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,0.0011137,0.002261989,0.003351193,0.004388869,0.004476733,0.028868798,0.050637466,0.063807537,0.075941544,0.07120497,0.068396152,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0182588,0.013369548,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.002611833,0.002824044,0.130786023,0.156279937,0.114531309,0.076685247,0.08332583,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Comoros,COM,..,..,..,..,..,..,..,..,..,0.000170827,0.000665853,..,0.012959591,0.016941556,0.009908467,0.048164127,0.05712523,0.171845971,0.176890724,0.210382782,0.259720696,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,"Congo, Dem. Rep.",ZAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,0.000666532,0.000720875,0.001403581,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.003128797,0.006080188,0.031026949,0.032095541,0.009847937,0.010968294,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,0.002442371,0.004817921,0.007123148,0.056617393,0.055713221,0.054764381,0.053759562,..,..,0.232699505,0.277026786,0.609749474,0.515170401,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,0.029818702,0.028961396,0.028141797,0.027354584,0.026593741,0.170361422,0.187989877,0.201006117,0.4647206,0.498804078,0.47524807,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000817515,0.001259471,0.002055334,0.002376597,0.003017491,0.002305335,0.003059893,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Ethiopia,ETH,..,..,..,..,..,..,..,..,7.92E-05,4.73E-05,8.01E-05,0.000333373,0.001287905,0.001810674,0.004123151,0.004715525,0.007106815,0.009304597,0.252991591,0.488347718,0.657546168,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Gabon,GAB,..,..,..,..,..,..,..,..,0.0129197,0.048250905,0.110912564,0.124778206,0.137005419,0.14836365,0.243358973,0.262301908,0.282302636,0.306265206,0.532388672,0.631101377,0.632823568,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,0.00258633,0.0049424,..,0.017588528,0.0190116,0.018423761,0.0208254,0.025187813,0.027913858,0.02368483,0.143691257,0.176947039,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Ghana,GHA,..,..,..,..,..,..,..,..,..,0.004319548,0.008903839,0.058087882,0.071904667,0.099436875,0.11987827,0.214669301,0.262478432,0.268590866,0.265570614,0.265371483,0.278280045,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.004597264,0.005375607,0.006112857,0.0068113,0.007472664,0.008098631,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.050421524,0.061567711,0.072314882,0.085198518,0.079906152,0.058787567,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,0.015087024,0.048216013,0.046982563,0.008464593,0.045700242,0.016783513,0.128828734,0.125869245,0.167165344,0.223538938,0.280472468,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Lesotho,LSO,..,..,..,..,..,..,..,..,..,0.001150614,0.002336638,..,0.005624343,0.007098675,0.020101785,0.019911186,0.065976321,0.079744778,0.10966683,0.071608683,0.104475415,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00299506,0.003925222,0.004699355,0.001544232,0.012504668,0.11830249,0.136460616,0.155436767,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,0.007229315,0.012152172,0.017504078,0.02232664,0.025574572,0.03160672,0.139396788,0.165706639,0.105358222,0.066019156,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Malawi,MWI,..,..,..,..,..,..,..,..,0.000563784,0.001097931,0.003125787,..,0.006810679,0.00697401,0.007095149,0.007226736,0.011191956,0.00778299,0.053640728,0.050870086,0.003223815,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,0.025029319,0.025146105,0.04012696,0.060799617,0.057336067,0.058834395,0.029083913,0.019011022,0.018962183,0.021520935,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,0.005212697,0.030052077,0.120118785,0.17166725,0.192686338,0.160939985,0.16528198,0.176415997,0.193630652,0.200780182,0.236212522,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mauritius,MUS,..,..,..,..,..,..,..,0.023770363,0.098325722,0.212136982,0.445103368,2.293019914,2.879728782,4.292442959,5.940052541,7.631846027,9.574381939,11.35889677,13.05043463,14.56989587,15.73891117,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,0.025902735,0.044770956,0.053516487,0.061054109,0.086260459,0.081274765,0.069610485,0.075877375,0.07621168,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,0.00661067,0.009644747,0.012303552,0.015160194,0.022253345,0.433003345,0.794095286,1.064577964,1.551676605,1.755204882,1.722643237,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Niger,NER,..,..,..,..,..,..,..,..,..,0.000605875,0.001608034,0.002536604,0.003395014,0.004186487,0.006534689,0.009437674,0.012803227,0.021384805,0.035892003,0.049636354,0.057088349,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,0.000358202,..,0.036412096,0.044823002,0.052746468,0.062055837,..,0.008457431,0.008665709,0.008817092,0.007896539,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Rwanda,RWA,..,..,..,..,..,..,..,..,..,0.012404938,0.012513976,0.017638024,0.025614055,0.01095573,0.021026304,0.03637628,0.077573184,0.047984775,0.023614782,0.02410734,0.169979011,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,0.078712391,0.188506029,0.204454007,0.255714616,0.328231254,0.402343089,0.41361418,0.506754131,0.555886842,0.493142849,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Senegal,SEN,..,..,..,..,..,..,..,0.011549511,0.022326249,0.069887873,0.159952784,0.249729667,0.320303093,0.386949986,0.466519481,0.607286293,0.695482928,0.696203219,0.755189171,0.710481063,0.672198851,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Seychelles,SYC,..,..,..,..,..,..,..,..,..,0.406992338,1.088479115,2.805804331,3.918818857,3.800805321,5.027766431,7.447811595,10.252835,11.45453167,13.36844826,12.67549782,14.31405593,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.392344034,0.571669054,0.647809188,0.737230339,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,South Africa,ZAF,..,..,..,..,..,..,..,0.005778583,0.043339922,0.126174938,0.342674412,0.685029417,0.762054093,0.847466259,0.945184357,1.444054491,1.745941759,2.113545014,3.060493447,3.211005186,5.25139839,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.93E-05,3.85E-05,0.000156862,0.000885256,0.000851882,0.001234332,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Sudan,SDN,..,..,..,..,..,..,..,..,..,0.002114461,0.0033038,0.00524528,0.105266717,0.107750422,..,0.03099747,0.04784397,0.066645429,0.067713604,0.053664935,0.069883241,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Swaziland,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,0.066901863,0.128144176,0.306583928,0.661959363,0.278557415,0.336130688,0.402302115,0.466737559,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,0.00666849,0.007505818,0.008253953,0.015162752,0.015918972,0.016796621,0.060982072,0.086484539,0.114561256,0.16667501,0.202712539,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,0.020583375,0.031916541,0.067800946,0.431730726,0.525917818,0.624619144,0.10143785,0.180316889,0.921403855,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,0.002959108,0.004072511,0.006052964,0.015098116,0.018256877,0.041191962,0.101041127,0.105651648,0.26850191,0.291932289,0.324354526,..
